evidence_record_id,study_reference_id,within_study_evidence_no,author_year,title,evidence_location,evidence_source_original,evidence_source_category,pathway_level_1_original,pathway_level_1_category,pathway_level_2_original,pathway_level_2_corrected_original,climate_factor_original,pathogen,amr_outcome_original,mechanism_chain_original,original_quote,evidence_type_original,evidence_type_category,mechanism_support_original,mechanism_support_category,effect_direction_original,effect_direction_category,time_scale_original,time_scale_category,spatial_context_original,spatial_context_category,extraction_date
EVID_96-M1,96,1,Wang (2025),Effect of cyanobacterial bloom proliferation on antibiotic resistance genes in the lake sediments of a eutrophic lake,Results-p.4-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-季节性变化,未明确,耐药基因丰度增加,温度-季节变化（冬春 vs 夏秋）→蓝藻水华季节性暴发并促进底泥微生物群落变化→ARGs更丰富/丰度更高→耐药基因丰度增加,"""Chl-a abundance at each sampling point gradually increased from winter to summer and decreased in autumn. Throughout the year, Chl-a abundance was much higher in summer and autumn than in winter and spring."" (p.4, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-26
EVID_96-M2,96,2,Wang (2025),Effect of cyanobacterial bloom proliferation on antibiotic resistance genes in the lake sediments of a eutrophic lake,Results-p.4-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,温度-季节性变化,未明确,耐药基因丰度增加,温度-季节变化→底泥中ARGs组成呈现明显季节差异（冬春 vs 夏秋）→水华季节ARGs在夏秋更占优势→耐药基因丰度增加,"""A total of 22 ARGs and 199 ARG subtypes were detected in the ChaoHu Lake sediments, with the total ARG abundance from 174.56 to 821.34."" (p.4, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-26
EVID_96-M3,96,3,Wang (2025),Effect of cyanobacterial bloom proliferation on antibiotic resistance genes in the lake sediments of a eutrophic lake,Results-p.4-para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,温度-季节性变化,未明确,耐药基因丰度增加,温度-季节变化→ARGs季节变化：夏秋显著高于冬春→蓝藻水华期ARGs更丰富→耐药基因丰度增加,"""Compared with winter and spring, in summer and autumn, the total ARG abundance was significantly higher in January and April than in June and November (P < 0.05)."" (p.4, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-26
EVID_96-M4,96,4,Wang (2025),Effect of cyanobacterial bloom proliferation on antibiotic resistance genes in the lake sediments of a eutrophic lake,Results-p.5-para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-季节性变化,未明确,耐药基因丰度增加,温度-季节变化→蓝藻水华在夏秋更强→与ARGs优势类型变化一致（bacitracin→multidrug→sulfonamides）→ARGs组成转变并增加→耐药基因丰度增加,"""The top two ARG types in the sediments of ChaoHu Lake were bacitracin and multidrug, respectively, accounting for 16.15 % and 15.13 % of total ARGs abundance, followed by sulfonamide, tetracycline, beta lactam, aminoglycoside, etc."" (p.5, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-26
EVID_96-M5,96,5,Wang (2025),Effect of cyanobacterial bloom proliferation on antibiotic resistance genes in the lake sediments of a eutrophic lake,Discussion-p.7-para.3,3-Discussion数据解释,Discussion interpretation,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-季节性变化,未明确,耐药基因丰度增加,温度-季节变化→蓝藻水华与环境因子共同驱动→ARGs在冬春与夏秋显著不同→季节性“水华强度”改变微生物结构→促进ARGs,"""ARGs in the sediments showed seasonal variations about 1.0 % for the total, high-rich ARG included in mgatA [bacitracin resistance genes (CphoA, CphoB, CphoC, CphoD)], multidrug resistance gene [mdtF and acrB], sulfonamide resistance genes (sul1, sul2, and sul3), with dominant distribution in winter and spring."" (p.7, para.3)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,3-双向作用,Bidirectional or mixed,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-26
EVID_96-M6,96,6,Wang (2025),Effect of cyanobacterial bloom proliferation on antibiotic resistance genes in the lake sediments of a eutrophic lake,Conclusion-p.10-para.1,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-季节性变化,未明确,耐药基因丰度增加,温度-季节变化→蓝藻水华暴发→改变水体微生物群落与环境理化条件→促进ARGs富集与传播风险→耐药基因丰度增加,"""The results showed that cyanobacterial bloom proliferation could increase ARGs abundance in lake sediments."" (p.10, para.1)",4-文献综述,Review-based,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-26
EVID_98-M1,98,1,van Hees (2007),Regional and seasonal differences in incidence and antibiotic resistance of Campylobacter from a nationwide surveillance study in The Netherlands: an overview of 2000–2004,Results-Temporal and seasonal trends-p.307-para.4,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-季节平均温度变化,Campylobacter spp.,耐药率升高,温度季节变化（夏季）→Campylobacter感染发病率在夏季更高→人群暴露/传播机会增加→与耐药季节差异共同出现,"“Analysis of fluoroquinolone and macrolide resistance among Campylobacter isolates in the ISIS project demonstrated an inverse seasonal pattern, with higher incidence and lower resistance rates in summer, and lower incidence and higher resistance rates in winter (Fig. 3).” (p.307, para.4)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,3-双向作用,Bidirectional or mixed,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-27
EVID_98-M2,98,2,van Hees (2007),Regional and seasonal differences in incidence and antibiotic resistance of Campylobacter from a nationwide surveillance study in The Netherlands: an overview of 2000–2004,Results-Temporal and seasonal trends-p.307-para.4,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,可删除,温度-季节平均温度变化,Campylobacter spp.,耐药率升高,温度季节变化（冬季）→Campylobacter感染发病率降低→耐药率反而升高→提示季节性环境/行为改变影响耐药选择与传播,"“Analysis of fluoroquinolone and macrolide resistance among Campylobacter isolates in the ISIS project demonstrated an inverse seasonal pattern, with higher incidence and lower resistance rates in summer, and lower incidence and higher resistance rates in winter (Fig. 3).” (p.307, para.4)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-27
EVID_98-M3,98,3,van Hees (2007),Regional and seasonal differences in incidence and antibiotic resistance of Campylobacter from a nationwide surveillance study in The Netherlands: an overview of 2000–2004,Results-Temporal and seasonal trends-p.307-para.4,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,可删除,温度-季节平均温度变化,Campylobacter spp.,耐药率升高,温度季节变化→阳性培养比例冬季更高而夏季更低→与耐药季节差异一致→季节环境条件改变影响感染检出/传播与耐药格局,"“The percentage of positive Campylobacter cultures was higher in the winter than in the summer (8.2% vs. 4.3%). This inverse relationship was confirmed in the LSI project.” (p.307, para.4)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,3-双向作用,Bidirectional or mixed,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-27
EVID_98-M4,98,4,van Hees (2007),Regional and seasonal differences in incidence and antibiotic resistance of Campylobacter from a nationwide surveillance study in The Netherlands: an overview of 2000–2004,Discussion-p.309-para.2,3-Discussion数据解释,Discussion interpretation,3-生态社会介导,Socio-ecological mediation,3a-疾病负担,3b-人用抗生素（感染增加）,温度-季节平均温度变化,Campylobacter spp.,耐药率升高,季节变化（冬季呼吸道感染等增加）→抗生素处方频率冬季更高→选择压力增强→导致大环内酯/氟喹诺酮耐药季节性升高,"“An alternative explanation for seasonal variation in resistance to erythromycin and fluoroquinolones may be selective pressure resulting from antibiotic therapy for respiratory infections, prescribed most frequently during the winter.” (p.309, para.2)",5-理论推测,Theoretical/projection,3-理论推测,Theoretical support,1-促进AMR,Promoting AMR,4-未明确,Conceptual or unclear,2-自然环境,Natural environment,2025-12-27
EVID_98-M5,98,5,van Hees (2007),Regional and seasonal differences in incidence and antibiotic resistance of Campylobacter from a nationwide surveillance study in The Netherlands: an overview of 2000–2004,Discussion-p.309-para.2,3-Discussion数据解释,Discussion interpretation,3-生态社会介导,Socio-ecological mediation,3b-人用抗生素,3b-人用抗生素（感染增加）,温度-季节平均温度变化,Campylobacter spp.,耐药率升高,季节变化（夏季烧烤等食品行为）→可能增加暴露与感染→驱动季节性发病上升→在不同季节与耐药差异共同出现,"“Presumably, different sources of Campylobacter (e.g., swimming, water) predominated during summer, and were associated with lower rates of fluoroquinolone and macrolide resistance [24].” (p.309, para.2)",5-理论推测,Theoretical/projection,3-理论推测,Theoretical support,4-不确定,Uncertain,4-未明确,Conceptual or unclear,2-自然环境,Natural environment,2025-12-27
EVID_99-M1,99,1,Truong et al. (2021),Prevalence of Antibiotic Resistance Genes in the Saigon River Impacted by Anthropogenic Activities,Results and Discussion-3.3-p.9-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,降水-干旱,NA（环境微生物群落）,耐药基因相对丰度增加,旱季（降水少/干旱）→河流水体稀释效应较弱、污染物/选择压力相对集中→观察到几乎所有ARG与整合子相对丰度在旱季高于雨季→对应ARG水平较高,"“In general, almost all of the ARGs and integrons in the dry season were detected at significantly higher levels than those in the wet season (Figure 3, Table S4).” (p.9, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-30
